Player,Year,Team,Position_SIndC,GP_SIndC,TOI_SIndC,Goals_SIndC,Total_Assists_SIndC,First_Assists_SIndC,Second_Assists_SIndC,Total_Points_SIndC,IPP_SIndC,Shots_SIndC,SHPer_SIndC,iCF_SIndC,iFF_SIndC,iSCF_SIndC,iHDCF_SIndC,Rush_Attempts_SIndC,Rebounds_Created_SIndC,PIM_SIndC,Total_Penalties_SIndC,Minor_SIndC,Major_SIndC,Misconduct_SIndC,Penalties_Drawn_SIndC,Giveaways_SIndC,Takeaways_SIndC,Hits_SIndC,Hits_Taken_SIndC,Shots_Blocked_SIndC,Faceoffs_Won_SIndC,Faceoffs_Lost_SIndC,Faceoffs_Per_SIndC,Position_PPIndC,GP_PPIndC,TOI_PPIndC,Goals_PPIndC,Total_Assists_PPIndC,First_Assists_PPIndC,Second_Assists_PPIndC,Total_Points_PPIndC,IPP_PPIndC,Shots_PPIndC,SHPer_PPIndC,iCF_PPIndC,iFF_PPIndC,iSCF_PPIndC,iHDCF_PPIndC,Rush_Attempts_PPIndC,Rebounds_Created_PPIndC,PIM_PPIndC,Total_Penalties_PPIndC,Minor_PPIndC,Major_PPIndC,Misconduct_PPIndC,Penalties_Drawn_PPIndC,Giveaways_PPIndC,Takeaways_PPIndC,Hits_PPIndC,Hits_Taken_PPIndC,Shots_Blocked_PPIndC,Faceoffs_Won_PPIndC,Faceoffs_Lost_PPIndC,Faceoffs_Per_PPIndC,Position,GP,TOI,Goals,Total_Assists,First_Assists,Second_Assists,Total_Points,IPP,Shots,SHPer,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Per,Position_PkIndR,GP_PkIndR,PKTOI,PKTOI_GP,PKCF_60,PKCA_60,PKCFPer,PKFF_60,PKFA_60,PKFFPer,PKSF_60,PKSA_60,PKSFPer,PKGF_60,PKGA_60,PKGFPer,PKSCF_60,PKSCA_60,PKSCFPer,PKHDCF_60,PKHDCA_60,PKHDCFPer,PKHDGF_60,PKHDGA_60,PKHDGFPer,PKMDCF_60,PKMDCA_60,PKMDCFPer,PKMDGF_60,PKMDGA_60,PKMDGFPer,PKLDCF_60,PKLDCA_60,PKLDCFPer,PKLDGF_60,PKLDGA_60,PKLDGFPer,PKOn-Ice SHPer,PKOn-Ice SVPer,PKPDO,PKOff. Zone Faceoffs_60,PKNeu. Zone Faceoffs_60,PKDef. Zone Faceoffs_60,PKOnTFStarts_60,PKOffZoneStartPer,PKOffZoneFaceoffs_60,PKNeuZoneFaceoffs_60,PKDefZoneFaceoffs_60,PKOff. Zone Faceoff Per,Position_PPIndR,GP_PPIndR,PPTOI,PPTOI_GP,PPCF_60,PPCA_60,PPCFPer,PPFF_60,PPFA_60,PPFFPer,PPSF_60,PPSA_60,PPSFPer,PPGF_60,PPGA_60,PPGFPer,PPSCF_60,PPSCA_60,PPSCFPer,PPHDCF_60,PPHDCA_60,PPHDCFPer,PPHDGF_60,PPHDGA_60,PPHDGFPer,PPMDCF_60,PPMDCA_60,PPMDCFPer,PPMDGF_60,PPMDGA_60,PPMDGFPer,PPLDCF_60,PPLDCA_60,PPLDCFPer,PPLDGF_60,PPLDGA_60,PPLDGFPer,PPOn-Ice SHPer,PPOn-Ice SVPer,PPPDO,PPOff. Zone Faceoffs_60,PPNeu. Zone Faceoffs_60,PPDef. Zone Faceoffs_60,PPOnTFStarts_60,PPOffZoneStartPer,PPOffZoneFaceoffs_60,PPNeuZoneFaceoffs_60,PPDefZoneFaceoffs_60,PPOff. Zone Faceoff Per,Position_SIndR,GP_SIndR,TOI_SIndR,TOI_GP,CF_60,CA_60,CFPer,FF_60,FA_60,FFPer,SF_60,SA_60,SFPer,GF_60,GA_60,GFPer,SCF_60,SCA_60,SCFPer,HDCF_60,HDCA_60,HDCFPer,HDGF_60,HDGA_60,HDGFPer,MDCF_60,MDCA_60,MDCFPer,MDGF_60,MDGA_60,MDGFPer,LDCF_60,LDCA_60,LDCFPer,LDGF_60,LDGA_60,LDGFPer,On-Ice SHPer,On-Ice SVPer,PDO,Off. Zone Faceoffs_60,Neu. Zone Faceoffs_60,Def. Zone Faceoffs_60,OnTFStarts_60,OffZoneStartPer,OffZoneFaceoffs_60,NeuZoneFaceoffs_60,DefZoneFaceoffs_60,Off. Zone Faceoff Per,Position_Bios,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Brian Dumoulin,2018,PIT,D,80.0,1427.9166666667002,5.0,13.0,7.0,6.0,18.0,28.13,97.0,5.15,205.0,136.0,52.0,9.0,2.0,11.0,28.0,14.0,14.0,0.0,0.0,9.0,42.0,31.0,88.0,153.0,99.0,0.0,0.0,-,D,80.0,18.95,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-,D,80.0,202.53333333333,0.0,0.0,0.0,0.0,0.0,0.00,4.0,0.00,5.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,13.0,1.0,33.0,0.0,0.0,-,D,80.0,202.5333333,2.531666667,12.44,92.13,11.9,10.37,69.32,13.01,8.89,54.51,14.02,0.3,7.41,3.85,4.74,49.18,8.79,1.78,22.22,7.41,0.3,4.74,5.88,3.95,35.94,9.9,0.0,1.97,0,5.13,56.91,8.28,0.0,1.71,0,3.33,86.41,0.897,1.18,4.74,41.77,37.03,2.76,4.15,9.78,62.8,6.19,D,80.0,18.95,0.236875,47.49,22.16,68.18,41.16,22.16,65,22.16,15.83,58.33,0.0,0.0,-,25.33,6.33,80,6.33,3.17,66.67,0.0,0.0,-,25.33,4.22,85.71,0.0,0.0,-,32.01,13.72,70,0.0,0.0,-,0,100,1,25.33,22.16,15.83,82.32,61.54,25.33,22.16,22.16,53.33,D,80.0,1649.4,20.6175,55.37,59.08,48.38,42.42,43.83,49.18,30.92,32.92,48.43,2.36,3.46,40.63,27.5,28.92,48.74,11.17,12.48,47.23,1.2,2.0,37.5,21.78,21.92,49.83,0.73,1.46,33.33,33.84,36.99,47.77,0.68,0.53,56.52,7.65,89.5,0.971,8.91,16.77,13.13,42.63,40.43,20.37,25.1,24.59,45.31,D,27.0,9/6/91,Biddeford,ME,USA,USA,76.0,207.0,2009,CAR,2,21,51
Brian Gibbons,2018,N.J,L,59.0,682.11666666667,9.0,12.0,9.0,3.0,21.0,67.74,60.0,15.00,95.0,78.0,53.0,27.0,2.0,5.0,18.0,9.0,9.0,0.0,0.0,7.0,9.0,25.0,26.0,57.0,36.0,16.0,18.0,47.06,L,59.0,4.25,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,L,59.0,165.03333333333,2.0,2.0,2.0,0.0,4.0,100.00,11.0,18.18,14.0,11.0,11.0,7.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,10.0,9.0,4.0,22.0,6.0,11.0,35.29,L,59.0,165.0333333,2.7971751410000003,14.54,98.16,12.9,13.09,70.89,15.58,12.0,48.72,19.76,1.45,5.09,22.22,10.18,48.35,17.39,5.82,16.72,25.81,1.45,2.18,40,5.82,42.17,12.12,0.0,2.91,0,2.1,65.64,3.1,0.0,1.05,0,12.12,89.55,1.017,2.54,6.91,42.54,33.81,5.65,2.91,11.63,59.26,4.68,L,59.0,4.25,0.072033898,14.12,28.24,33.33,14.12,14.12,50,14.12,14.12,50,0.0,0.0,-,0.0,14.12,0,0.0,14.12,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,20.39,0,0.0,0.0,-,0,100,1,56.47,42.35,14.12,183.53,80,70.59,42.35,14.12,83.33,L,59.0,851.4,14.43050847,42.07,68.85,37.93,32.77,50.46,39.37,25.51,35.87,41.56,2.54,2.82,47.37,20.51,31.71,39.27,9.3,12.05,43.56,1.41,1.27,52.63,14.94,26.22,36.3,0.75,1.6,32,23.51,45.09,34.27,0.81,0.51,61.54,9.94,92.14,1.021,5.57,12.26,16.77,45.6,24.92,13.39,17.97,30.51,30.5,L,30.0,2/26/88,Braintree,MA,USA,USA,68.0,175.0,-,-,-,-,-
Brian Gionta,2018,BOS,R,20.0,216.38333333333,1.0,3.0,2.0,1.0,4.0,100.00,37.0,2.70,52.0,44.0,20.0,8.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,17.0,21.0,6.0,4.0,6.0,40.00,R,20.0,38.25,1.0,2.0,1.0,1.0,3.0,42.86,4.0,25.00,6.0,5.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,66.67,R,20.0,6.7166666666667,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-,R,20.0,6.716666667,0.33583333299999996,8.93,89.33,9.09,8.93,80.4,10,8.93,62.53,12.5,0.0,0.0,-,8.93,44.67,16.67,0.0,17.87,0,0.0,0.0,-,11.91,35.73,25,0.0,0.0,-,0.0,64.52,0,0.0,0.0,-,0,100,1,8.93,0.0,8.93,89.33,50,8.93,0.0,8.93,50,R,20.0,38.25,1.9125,103.53,15.69,86.84,78.43,15.69,83.33,64.31,14.12,82,10.98,3.14,77.78,39.22,7.84,83.33,14.12,6.27,69.23,7.84,3.14,71.43,33.46,2.09,94.12,4.18,0.0,100,81.57,4.53,94.74,0.0,0.0,-,17.07,77.78,0.949,15.69,6.27,0.0,43.92,100,42.35,10.98,1.57,96.43,R,20.0,261.35,13.0675,65.66,46.83,58.37,48.21,34.67,58.17,37.88,25.25,60.0,2.53,1.15,68.75,27.32,19.05,58.91,10.79,7.58,58.75,1.38,0.69,66.67,22.04,15.31,59.02,1.53,0.0,100,44.77,34.82,56.25,0.0,0.66,0,6.67,95.45,1.021,10.56,14.46,7.81,43.16,57.5,21.35,21.35,14.92,58.86,R,40.0,1/18/79,Rochester,NY,USA,USA,67.0,178.0,1998,N.J,3,24,82
Brian Lashoff,2018,DET,D,1.0,2.9833333333332996,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,1.0,1.05,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,D,1.0,1.05,1.05,0.0,114.29,0,0.0,114.29,0,0.0,57.14,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,165.08,0,0.0,0.0,-,-,100,1,0.0,0.0,0.0,57.14,-,0.0,0.0,0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,1.0,4.033333333,4.033333333,29.75,59.5,33.33,29.75,59.5,33.33,14.88,44.63,25.0,0.0,0.0,-,14.88,14.88,50.0,14.88,14.88,50,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,21.49,64.46,25.0,0.0,0.0,-,0.0,100.0,1.0,14.88,14.88,0.0,44.63,100,14.88,14.88,0.0,100.0,D,28.0,7/16/90,Albany,NY,USA,USA,75.0,219.0,-,-,-,-,-
Brock Boeser,2018,VAN,R,62.0,899.8,19.0,13.0,7.0,6.0,32.0,69.57,121.0,15.70,232.0,162.0,132.0,42.0,6.0,5.0,16.0,8.0,8.0,0.0,0.0,7.0,22.0,25.0,28.0,45.0,22.0,9.0,29.0,23.68,R,62.0,182.88333333333,10.0,13.0,6.0,7.0,23.0,76.67,58.0,17.24,109.0,78.0,45.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,1.0,3.0,2.0,1.0,0.0,100.00,R,62.0,1.85,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,R,62.0,1.85,0.02983871,32.43,64.86,33.33,32.43,0.0,100,0.0,0.0,-,0.0,0.0,-,32.43,64.86,33.33,0.0,0.0,-,0.0,0.0,-,43.24,86.49,33.33,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,32.43,64.86,129.73,0,0.0,32.43,64.86,0,R,62.0,182.8833333,2.949731183,112.86,17.06,86.87,83.66,15.42,84.44,60.69,12.47,82.96,9.84,0.98,90.91,57.09,9.19,86.14,28.21,5.58,83.5,6.56,0.0,100,38.49,4.81,88.89,3.06,0.87,77.78,75.35,4.74,94.08,1.42,0.0,100,16.22,92.11,1.083,31.82,4.59,0.0,13.78,100,57.09,10.17,1.31,97.75,R,62.0,1084.533333,17.49247312,65.83,52.89,55.45,48.85,40.39,54.74,36.73,29.21,55.7,4.2,2.82,59.84,33.14,27.83,54.36,13.61,10.23,57.08,2.54,1.05,70.77,26.04,23.46,52.61,1.84,1.03,64.1,40.28,29.49,57.73,0.4,1.12,26.32,11.45,90.34,1.018,18.75,13.66,5.86,38.84,76.18,30.93,18.92,13.11,70.23,R,21.0,2/25/97,Burnsville,MN,USA,USA,73.0,208.0,2015,VAN,1,23,23
Brock McGinn,2018,CAR,L,80.0,1037.7166666667,13.0,13.0,5.0,8.0,26.0,66.67,150.0,8.67,306.0,229.0,174.0,91.0,7.0,21.0,15.0,6.0,5.0,1.0,0.0,29.0,33.0,32.0,135.0,92.0,12.0,12.0,17.0,41.38,L,80.0,25.95,2.0,1.0,1.0,0.0,3.0,100.00,4.0,50.00,7.0,7.0,6.0,6.0,0.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,50.00,L,80.0,96.066666666667,1.0,0.0,0.0,0.0,1.0,100.00,6.0,16.67,14.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,5.0,4.0,2.0,66.67,L,80.0,96.06666667,1.200833333,14.99,91.19,14.12,11.87,66.83,15.08,9.37,46.22,16.85,0.62,7.49,7.69,6.25,39.35,13.7,5.0,21.24,19.05,0.62,5.0,11.11,1.67,24.15,6.45,0.0,0.83,0,3.61,68.56,5,0.0,2.71,0,6.67,83.78,0.905,3.75,5.0,23.73,68.7,13.64,5.0,7.49,32.48,13.33,L,80.0,25.95,0.324375,104.05,16.18,86.54,83.24,16.18,83.72,55.49,16.18,77.42,6.94,2.31,75,62.43,9.25,87.1,32.37,6.94,82.35,6.94,2.31,75,40.08,3.08,92.86,0.0,0.0,-,60.12,6.68,90,0.0,0.0,-,12.5,85.71,0.982,32.37,11.56,2.31,48.55,93.33,55.49,13.87,2.31,96,L,80.0,1159.733333,14.49666667,60.12,54.84,52.3,44.39,41.49,51.69,30.32,30.27,50.04,2.22,3.31,40.19,27.58,25.97,51.5,12.0,11.74,50.54,1.66,1.97,45.71,20.76,18.97,52.26,0.41,1.17,26.09,37.59,34.6,52.07,0.22,0.52,30,7.34,89.06,0.9640000000000001,12.99,15.78,9.88,47.03,56.79,20.8,21.42,16.87,55.22,L,25.0,2/2/94,Fergus,ON,CAN,CAN,72.0,187.0,2012,CAR,2,17,47
Brock Nelson,2018,NYI,C,82.0,1004.9666666667,15.0,12.0,5.0,7.0,27.0,67.50,112.0,13.39,204.0,152.0,144.0,70.0,4.0,8.0,32.0,16.0,16.0,0.0,0.0,16.0,26.0,30.0,48.0,85.0,43.0,328.0,357.0,47.88,C,82.0,148.28333333333,4.0,4.0,1.0,3.0,8.0,61.54,21.0,19.05,37.0,27.0,24.0,16.0,0.0,1.0,11.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,6.0,0.0,46.0,40.0,53.49,C,82.0,54.48333333333299,0.0,0.0,0.0,0.0,0.0,-,5.0,0.00,8.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9.0,15.0,19.0,44.12,C,82.0,54.48333333,0.664430894,15.42,124.44,11.02,12.11,92.51,11.58,11.01,69.38,13.7,0.0,7.71,0,8.81,71.58,10.96,3.3,28.63,10.34,0.0,3.3,0,7.34,57.27,11.36,0.0,1.47,0,4.77,74.76,6,0.0,4.77,0,0,88.89,0.889,2.2,6.61,33.04,57.27,6.25,3.3,7.71,46.25,6.67,C,82.0,148.2833333,1.8083333330000002,74.45,15.78,82.51,55.84,14.97,78.86,45.32,13.76,76.71,5.26,1.21,81.25,37.63,7.69,83.04,16.59,4.05,80.39,2.02,1.21,62.5,28.05,4.86,85.25,2.16,0.0,100,47.93,4.09,92.13,2.34,0.0,100,11.61,91.18,1.028,14.57,8.9,2.02,47.34,87.8,26.3,12.14,3.24,89.04,C,82.0,1207.733333,14.72845528,53.31,59.52,47.25,38.1,43.87,46.48,27.52,32.79,45.63,2.63,2.53,50.96,24.74,30.7,44.62,10.73,12.92,45.38,1.04,1.79,36.84,18.68,23.71,44.06,1.32,0.53,71.43,35.16,35.81,49.54,0.79,0.5,61.11,9.57,92.27,1.018,10.78,11.72,9.09,42.97,54.25,17.79,18.08,18.23,49.38,C,27.0,10/15/91,Warroad,MN,USA,USA,75.0,212.0,2010,NYI,1,30,30
Brooks Laich,2018,L.A,C,12.0,116.73333333333,0.0,1.0,0.0,1.0,1.0,50.00,9.0,0.00,20.0,13.0,6.0,3.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,21.0,18.0,4.0,45.0,52.0,46.39,C,12.0,0.45,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,C,12.0,17.133333333333002,0.0,0.0,0.0,0.0,0.0,-,1.0,0.00,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,8.0,4.0,66.67,C,12.0,17.13333333,1.427777778,28.02,115.56,19.51,21.01,77.04,21.43,21.01,52.53,28.57,0.0,0.0,-,10.51,52.53,16.67,0.0,28.02,0,0.0,0.0,-,14.01,32.68,30,0.0,0.0,-,10.12,85.99,10.53,0.0,0.0,-,0,100,1,0.0,7.0,49.03,56.03,0,0.0,7.0,49.03,0,C,12.0,0.45,0.0375,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,-,-,0.0,0.0,0.0,133.33,-,0.0,0.0,0.0,-,C,12.0,134.31666669999998,11.19305556,40.2,68.35,37.04,28.14,50.92,35.59,21.89,38.86,36.03,0.89,3.13,22.22,15.63,37.08,29.66,3.57,16.97,17.39,0.0,2.23,0,16.08,26.8,37.5,1.19,0.6,66.67,25.81,37.42,40.82,0.0,0.65,0,4.08,91.95,0.96,12.95,16.53,21.44,41.1,37.66,16.97,19.21,29.48,36.54,C,35.0,6/23/83,Wawota,SK,CAN,CAN,74.0,200.0,2001,OTT,6,28,193
Brooks Orpik,2018,WSH,D,81.0,1312.5833333333,0.0,10.0,3.0,7.0,10.0,23.26,52.0,0.00,131.0,73.0,29.0,2.0,0.0,4.0,59.0,27.0,26.0,1.0,0.0,8.0,30.0,13.0,200.0,110.0,117.0,0.0,0.0,-,D,81.0,2.0666666666666997,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-,D,81.0,253.85,0.0,0.0,0.0,0.0,0.0,0.00,2.0,0.00,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,14.0,4.0,17.0,3.0,50.0,0.0,0.0,-,D,81.0,253.85,3.133950617,8.75,114.63,7.09,8.04,84.38,8.7,5.67,59.33,8.73,0.24,6.62,3.45,4.02,61.93,6.09,2.13,27.18,7.26,0.0,3.55,0,2.52,46.33,5.16,0.0,2.84,0,3.76,71.01,5.02,0.0,1.37,0,4.17,88.84,0.93,0.71,5.91,41.36,11.35,1.69,2.36,10.64,68.07,3.36,D,81.0,2.066666667,0.025514402999999998,58.06,87.1,40,0.0,29.03,0,0.0,29.03,0,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,83.87,41.94,66.67,0.0,0.0,-,-,100,1,116.13,87.1,29.03,87.1,80,116.13,87.1,29.03,80,D,81.0,1568.55,19.36481481,43.0,72.1,37.35,31.29,53.9,36.73,21.99,37.95,36.69,1.68,3.1,35.2,20.96,36.19,36.68,7.5,15.61,32.45,0.77,1.87,28.99,17.95,27.44,39.55,0.66,1.17,36.11,26.19,44.09,37.26,0.39,0.5,43.75,7.65,91.83,0.995,5.78,11.67,13.27,37.79,30.32,14.69,19.13,26.55,35.62,D,38.0,9/26/80,San Francisco,CA,USA,USA,75.0,217.0,2000,PIT,1,18,18
Bryan Little,2018,WPG,C,82.0,1124.8333333333,14.0,17.0,10.0,7.0,31.0,59.62,104.0,13.46,187.0,134.0,119.0,52.0,5.0,15.0,22.0,11.0,11.0,0.0,0.0,20.0,18.0,29.0,50.0,57.0,25.0,584.0,466.0,55.62,C,82.0,178.8,2.0,10.0,2.0,8.0,12.0,57.14,21.0,9.52,39.0,30.0,27.0,6.0,0.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,0.0,94.0,59.0,61.44,C,82.0,84.883333333333,0.0,0.0,0.0,0.0,0.0,0.00,4.0,0.00,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,8.0,54.0,49.0,52.43,C,82.0,84.88333333,1.035162602,14.14,125.82,10.1,10.6,94.01,10.14,9.9,66.44,12.96,0.71,6.36,10,4.95,54.43,8.33,2.83,19.79,12.5,0.71,4.24,14.29,2.83,46.18,5.77,0.0,1.88,0,4.08,94.95,4.12,0.0,1.02,0,7.14,90.43,0.976,0.71,4.24,70.69,38.88,0.99,2.12,4.95,80.58,2.56,C,82.0,178.8,2.180487805,103.36,12.42,89.28,75.84,11.41,86.92,57.05,9.4,85.86,7.05,0.67,91.3,43.96,6.04,87.92,17.45,1.68,91.23,2.68,0.34,88.89,35.35,5.82,85.87,1.79,0.45,80,75.13,4.36,94.51,4.36,0.0,100,12.35,92.86,1.052,27.52,7.38,2.01,33.89,93.18,48.32,12.42,3.69,92.9,C,82.0,1388.566667,16.93373984,62.4,56.22,52.6,45.98,42.39,52.03,33.01,30.55,51.94,3.2,2.59,55.22,26.88,24.33,52.49,9.98,9.16,52.14,1.47,1.3,53.13,22.53,20.22,52.7,1.04,1.33,43.9,40.88,37.89,51.9,1.25,0.37,76.92,9.69,91.51,1.012,12.92,12.31,12.57,43.73,50.68,23.81,18.62,21.09,53.03,C,31.0,11/12/87,Edmonton,AB,CAN,CAN,72.0,191.0,2006,ATL,1,12,12
Bryan Rust,2018,PIT,R,69.0,957.65,9.0,22.0,13.0,9.0,31.0,68.89,110.0,8.18,195.0,162.0,134.0,67.0,5.0,14.0,20.0,10.0,10.0,0.0,0.0,24.0,30.0,22.0,93.0,116.0,35.0,5.0,16.0,23.81,R,69.0,53.23333333333299,2.0,2.0,2.0,0.0,4.0,80.00,5.0,40.00,9.0,9.0,7.0,5.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,50.00,R,69.0,96.5,2.0,1.0,1.0,0.0,3.0,100.00,8.0,25.00,13.0,12.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,5.0,2.0,6.0,25.00,R,69.0,96.5,1.398550725,16.17,88.91,15.38,14.3,67.15,17.56,10.57,50.98,17.17,1.87,6.84,21.43,8.08,42.28,16.05,3.11,19.27,13.89,1.24,3.73,25,6.63,30.67,17.78,0.83,3.32,20,4.49,62.87,6.67,0.0,0.9,0,17.65,86.59,1.042,1.24,4.97,23.01,93.26,5.13,2.49,6.22,27.98,8.16,R,69.0,53.23333333,0.771497585,74.39,13.53,84.62,55.23,13.53,80.33,40.58,9.02,81.82,5.64,0.0,100,37.19,4.51,89.19,16.91,3.38,83.33,5.64,0.0,100,27.05,1.5,94.74,0.0,0.0,-,53.73,11.4,82.5,0.0,0.0,-,13.89,100,1.139,10.14,13.53,5.64,72.14,64.29,15.78,14.65,7.89,66.67,R,69.0,1107.383333,16.04903382,60.85,53.26,53.32,45.46,39.5,53.51,32.56,27.85,53.9,2.87,2.6,52.48,27.42,26.22,51.11,11.0,11.43,49.03,1.68,1.19,58.49,21.89,19.72,52.6,0.72,1.59,31.25,40.7,33.26,55.03,0.78,0.31,71.43,8.82,90.66,0.995,9.59,17.01,9.43,50.88,50.43,18.69,22.65,18.04,50.88,R,26.0,5/11/92,Pontiac,MI,USA,USA,71.0,192.0,2010,PIT,3,20,80
Byron Froese,2018,MTL,C,48.0,497.55,3.0,8.0,8.0,0.0,11.0,73.33,47.0,6.38,94.0,65.0,49.0,22.0,1.0,6.0,22.0,11.0,11.0,0.0,0.0,6.0,9.0,18.0,54.0,58.0,30.0,140.0,159.0,46.82,C,48.0,1.9,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.00,C,48.0,56.366666666667,0.0,0.0,0.0,0.0,0.0,-,2.0,0.00,2.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,12.0,15.0,36.0,29.41,C,48.0,56.36666667,1.174305556,6.39,126.67,4.8,5.32,88.35,5.68,5.32,60.67,8.06,0.0,10.64,0,2.13,55.35,3.7,2.13,30.87,6.45,0.0,8.52,0,0.0,32.64,0,0.0,1.42,0,4.61,98.4,4.48,0.0,1.54,0,0,82.46,0.825,5.32,6.39,39.38,55.35,11.9,6.39,9.58,45.77,12.24,C,48.0,1.9,0.039583333,31.58,31.58,50,31.58,0.0,100,31.58,0.0,100,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,45.61,45.61,50,0.0,0.0,-,0,-,0,63.16,0.0,31.58,252.63,66.67,63.16,31.58,31.58,66.67,C,48.0,555.8166667,11.57951389,46.09,66.71,40.86,33.14,44.69,42.58,23.42,32.06,42.22,1.62,2.7,37.5,18.89,25.26,42.79,8.74,10.69,45,1.08,1.84,37.04,13.53,19.43,41.05,0.43,0.43,50,33.06,50.36,39.63,0.16,0.78,16.67,6.91,91.58,0.985,6.26,11.55,9.93,55.38,38.67,12.52,16.62,18.35,40.56,C,27.0,3/12/91,Winkler,MB,CAN,CAN,73.0,202.0,2009,CHI,4,28,119
